ASIN,Title,Price,Original Price,Currency,Star Rating,Number of Ratings,Product URL,Image URL,Number of Offers,Minimum Offer Price,Best Seller,Amazon Choice,Prime Eligible,Climate Pledge Friendly,Sales Volume,Delivery Info,Has Variations
B0BZ4G3YXY,Kids Smart Phone for Girls Unicorns Gifts for Girls Toys 8-10 Years Old Phone Touchscreen Learning Toy Christmas Birthday Gifts for 3 4 5 6 7 8 9 Year Old Girls with 8G Memory Card,$33.99,,USD,4.2,0,https://www.amazon.com/dp/B0BZ4G3YXY,https://m.media-amazon.com/images/I/71vAAqm-gML._AC_UY654_FMwebp_QL65_.jpg,2,$29.86,FALSE,FALSE,TRUE,FALSE,7K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08C72V1LB,KODAK Step Instant Smartphone Photo Printer - Portable Mini Color Wireless Mobile Printer - Zink 2x3” Sticky-Back Photos - Bluetooth Compatible with iOS &amp; Android Devices - Fun Editing App - White,$69.99,,USD,4.4,0,https://www.amazon.com/dp/B08C72V1LB,https://m.media-amazon.com/images/I/71Ag0aETdnL._AC_UY654_FMwebp_QL65_.jpg,4,$31.00,TRUE,FALSE,TRUE,FALSE,10K+ bought in past month,"FREE delivery Tue, Dec 24 Or fastest delivery Fri, Dec 20 Arrives before Christmas",FALSE
B0897MKSKX,"Amazboost Cell Phone Booster for Home, Cell Phone Signal Booster Kit, All U.S. Carriers -Compatible with Verizon, AT&amp;T, T-Mobile, Sprint &amp; More-5G 4G LTE 3G FCC Approved",$99.99,$129.99,USD,4,0,https://www.amazon.com/dp/B0897MKSKX,https://m.media-amazon.com/images/I/61Yza5kLnsL._AC_UY654_FMwebp_QL65_.jpg,2,$98.99,TRUE,FALSE,TRUE,TRUE,1K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0C8PSMPTH,"Beats Studio Pro - Wireless Bluetooth Noise Cancelling Headphones - Personalized Spatial Audio, USB-C Lossless Audio, Apple &amp; Android Compatibility, Up to 40 Hours Battery Life - Sandstone",$199.99,$349.99,USD,4.5,0,https://www.amazon.com/dp/B0C8PSMPTH,https://m.media-amazon.com/images/I/51t0IE0zjaL._AC_UY654_FMwebp_QL65_.jpg,4,$184.38,FALSE,FALSE,FALSE,FALSE,10K+ bought in past month,FREE delivery,TRUE
B0BCFF67RM,"Toy Learning Play Cell Phone with 8 Functions and Dazzling Lights for Toddler Baby Kids 12-18 Months Ages 1-3 Year Old, Black3",$9.99,$11.98,USD,3.9,0,https://www.amazon.com/dp/B0BCFF67RM,https://m.media-amazon.com/images/I/71UW-aaCp6L._AC_UY654_FMwebp_QL65_.jpg,1,$9.99,FALSE,FALSE,TRUE,FALSE,2K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CYDN7JLX,"Belkin MagSafe-Compatible 3-in-1 Wireless Charger Stand 15W - Qi2-Certified Wireless Charging Station, Fast Charging iPhone Charger for iPhone 16, AirPods, &amp; Apple Watch - 36W Charger Included - White",$129.95,,USD,4.5,0,https://www.amazon.com/dp/B0CYDN7JLX,https://m.media-amazon.com/images/I/71fUGhNX7qL._AC_UY654_FMwebp_QL65_.jpg,2,$94.00,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Sun, Dec 15 Arrives before Christmas",FALSE
B094QVTL37,"Miracase [Upgraded Version Cup Phone Holder for Car, Universal Adjustable Long Neck Car Phone Mount Cradle Friendly Compatible with iPhone Samsung Google and All 4.0-7.0 inches Smartphones",$29.95,,USD,4.5,0,https://www.amazon.com/dp/B094QVTL37,https://m.media-amazon.com/images/I/61tzxrAR9-L._AC_UY654_FMwebp_QL65_.jpg,2,$27.90,FALSE,FALSE,TRUE,TRUE,9K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CCZ1L489,"Bose QuietComfort Ultra Bluetooth Headphones, Wireless Headphones with Spatial Audio, Over Ear Noise Cancelling Headphones with Mic, Up To 24 Hours of Battery Life, Black",$349.00,$429.00,USD,4.3,0,https://www.amazon.com/dp/B0CCZ1L489,https://m.media-amazon.com/images/I/51ZR4lyxBHL._AC_UY654_FMwebp_QL65_.jpg,8,$294.00,FALSE,FALSE,TRUE,FALSE,10K+ bought in past month,"FREE delivery Sat, Dec 14 Arrives before Christmas",TRUE
B0744DM3Y3,"Adjustable Cell Phone Stand, OMOTON Aluminum Desktop Cellphone Stand with Anti-Slip Base and Convenient Charging Port, Fits All Smart Phones, Silver",$9.99,,USD,4.8,0,https://www.amazon.com/dp/B0744DM3Y3,https://m.media-amazon.com/images/I/61DcTof0gkL._AC_UY654_FMwebp_QL65_.jpg,6,$8.99,FALSE,FALSE,TRUE,TRUE,9K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0C5XJ2J9H,"BENTOBEN for iPhone 11 Phone Case, Phone case for iPhone 11 Magnetic Case [Compatible with Mag Safe] Translucent Matte Slim Shockproof Anti-Fingerprint Protective Cover for iPhone 11 6.1’’ Black",$9.99,,USD,4.6,0,https://www.amazon.com/dp/B0C5XJ2J9H,https://m.media-amazon.com/images/I/61M9EGkEi1L._AC_UY654_FMwebp_QL65_.jpg,1,$9.99,FALSE,FALSE,TRUE,FALSE,6K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B07KGH1C7W,"JOYIN Baby Learning Phone and Remote Toy for Toddler Fun Smartphone Toys with Music for Infants, Kids, Boys or Girls, Holiday Stocking Stuffers, Birthday and Toddler Presents Toys",$15.99,$29.98,USD,4.6,0,https://www.amazon.com/dp/B07KGH1C7W,https://m.media-amazon.com/images/I/71TOYKHFyUL._AC_UY654_FMwebp_QL65_.jpg,1,$15.99,FALSE,FALSE,TRUE,FALSE,5K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B09WF6BTXY,Pelican 2 Pack Marine - IP68 Waterproof Phone Pouch (Regular Size)-Floating Waterproof Phone Case For iPhone 16 Pro Max/iPhone 15 Pro/14 Pro/13/12/S24 - Detachable Lanyard - Black / Hi-Vis Yellow,$29.99,,USD,4.4,0,https://www.amazon.com/dp/B09WF6BTXY,https://m.media-amazon.com/images/I/71wGw+3hGaL._AC_UY654_FMwebp_QL65_.jpg,3,$10.86,FALSE,FALSE,TRUE,FALSE,2K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08WM1V5P1,"JBL Tune 510BT - Bluetooth headphones with up to 40 hours battery, microphone for call, foldable and comfortable, Android and iOs compatible (Blue)",$29.95,$49.95,USD,4.5,0,https://www.amazon.com/dp/B08WM1V5P1,https://m.media-amazon.com/images/I/61FUX7QmifS._AC_UY654_FMwebp_QL65_.jpg,2,$29.65,FALSE,FALSE,TRUE,FALSE,10K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B085WWPNY4,VICSEED [No.1 Powerful Suction] [Rally Racing-Grade Stability] Phone Holders for Your Car 2024 Upgraded Car Phone Holder Mount Truck Stand for Dashboard Windshield Vent for iPhone Samsung All Phones,$22.99,$36.99,USD,4.4,0,https://www.amazon.com/dp/B085WWPNY4,https://m.media-amazon.com/images/I/71TC3oUAmpL._AC_UY654_FMwebp_QL65_.jpg,1,$22.99,FALSE,FALSE,TRUE,FALSE,6K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CNRBXPPJ,"62&quot; Phone Tripod - MIIASI Extendable Tripod for iPhone and Selfie Stick Tripod with Remote, 360° Ball Head Upgraded Cell Phone Tripod for Video Recording, iPhone 14/13/12 Pro Max/Android",$12.99,$27.99,USD,4.6,0,https://www.amazon.com/dp/B0CNRBXPPJ,https://m.media-amazon.com/images/I/61HPbmAxuJL._AC_UY654_FMwebp_QL65_.jpg,1,$12.99,TRUE,FALSE,TRUE,FALSE,10K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07TZSC1P3,"Loncaster Car Phone Holder, Car Phone Mount Silicone Car Pad Mat for Various Dashboards, Slip Free Desk Phone Stand Compatible with iPhone, Samsung, Android Smartphones, GPS Devices and More, Black",$14.98,$19.99,USD,4.2,0,https://www.amazon.com/dp/B07TZSC1P3,https://m.media-amazon.com/images/I/71Maoz7dJDL._AC_UY654_FMwebp_QL65_.jpg,1,$14.98,FALSE,FALSE,TRUE,FALSE,9K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07T8KL6C6,Perilogics Universal in Flight Airplane Phone Holder Mount. Hands Free Viewing with Multi-Directional Dual 360 Degree Rotation. Pocket Size Must Have Airplane Travel Essential Accessory for Flying,$13.97,,USD,4.5,0,https://www.amazon.com/dp/B07T8KL6C6,https://m.media-amazon.com/images/I/71ZwhaVRgAL._AC_UY654_FMwebp_QL65_.jpg,1,$13.97,FALSE,FALSE,TRUE,TRUE,10K+ bought in past month,"FREE delivery Mon, Dec 23 on $35 of items shipped by AmazonOr fastest delivery Mon, Dec 16 Arrives before Christmas",FALSE
B0C4JTVBBH,"Power-Bank-Solar-Charger - 42800mAh Portable Charger,Solar Power Bank,External Battery Pack 5V3.1A Qc 3.0 Fast Charger Built-in Super Bright Flashlight (Orange)",$35.99,,USD,4.3,0,https://www.amazon.com/dp/B0C4JTVBBH,https://m.media-amazon.com/images/I/71zpVVph3mL._AC_UY654_FMwebp_QL65_.jpg,6,$33.11,FALSE,FALSE,TRUE,FALSE,10K+ bought in past month,"FREE delivery Tue, Dec 24 Arrives before Christmas",TRUE
B0C36GKZ57,"Lamicall Gooseneck Phone Holder for Bed - [Upgraded Stable Clip] for Desk, Headboard, Bed, Bedside, Table, Flexible Gooseneck Long Arm Stand, Overhead Cell Phone Clamp Mount, for All 4-7” Devices",$15.99,$19.99,USD,4.4,0,https://www.amazon.com/dp/B0C36GKZ57,https://m.media-amazon.com/images/I/51gkJBwRIiL._AC_UY654_FMwebp_QL65_.jpg,1,$15.99,FALSE,FALSE,TRUE,TRUE,10K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08D9K56KB,"APPS2Car Universal Car Cup Phone Holder | Quick Extension Long Arm | 360° Swivel | Adjustable for iPhone, Samsung, Google, and All Smartphones | Stable &amp; No Shake Design",$16.79,$20.99,USD,4.5,0,https://www.amazon.com/dp/B08D9K56KB,https://m.media-amazon.com/images/I/61QiNJ+we7L._AC_UY654_FMwebp_QL65_.jpg,2,$16.62,FALSE,FALSE,TRUE,FALSE,6K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CF54FWFL,"Anker MagGo 3-in-1 iPhone 16 Charging Station, MagSafe-Compatible Wireless Charger Stand, Qi2 Certified 15W Foldable Charger for iPhone 15/14, AirPods, Apple Watch 9 (40W USB-C Charger Included)",$82.49,$109.99,USD,4.5,0,https://www.amazon.com/dp/B0CF54FWFL,https://m.media-amazon.com/images/I/61qghqNC8ZL._AC_UY654_FMwebp_QL65_.jpg,2,$65.99,FALSE,FALSE,TRUE,TRUE,6K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08D39B6TB,"Miracase 3-in-1 Car Phone Holder Mount, Universal Cell Phone Holders for Your Car Dashboard Air Vent Windshield Compatible with iPhone 16 15 14 13 12 11 Pro Max Xs XR X, Galaxy",$15.99,$24.99,USD,4.3,0,https://www.amazon.com/dp/B08D39B6TB,https://m.media-amazon.com/images/I/71DCbzwTD9L._AC_UY654_FMwebp_QL65_.jpg,3,$15.35,FALSE,FALSE,TRUE,FALSE,6K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CB39227B,"Phone Tripod Stand, 85&quot; Tall Cellphone Tripod with Gooseneck Remote, Flexible Tripod Stand for iphone, Portable Phone Stand Tripod for Recording, Compatible with iPhone 14 13 12 pro Android Cell phone",$24.99,,USD,4.3,0,https://www.amazon.com/dp/B0CB39227B,https://m.media-amazon.com/images/I/61ELOzovsTL._AC_UY654_FMwebp_QL65_.jpg,3,$23.16,FALSE,FALSE,TRUE,FALSE,3K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08MZG8TN8,"INIU Portable Charger, USB C Slimmest &amp; Lightest Triple 3A High-Speed 10000mAh Power Bank, Flashlight Battery Pack Compatible with iPhone 16 15 14 13 12 X Plus Samsung S22 S21 Google iPad, etc",$21.99,,USD,4.6,0,https://www.amazon.com/dp/B08MZG8TN8,https://m.media-amazon.com/images/I/51Pw1ggjAqL._AC_UY654_FMwebp_QL65_.jpg,6,$20.19,TRUE,FALSE,TRUE,FALSE,5K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonArrives before Christmas",TRUE
B07T5KK8PF,"WeatherTech CupFone with Extension – Adjustable, Universal Cup Holder Phone Mount Accessory for Car – Compatible with iPhone &amp; Other Smartphones – Open Access Design for Cell Phone Charging",$54.95,,USD,4.3,0,https://www.amazon.com/dp/B07T5KK8PF,https://m.media-amazon.com/images/I/51n5iU5vA6L._AC_UY654_FMwebp_QL65_.jpg,1,$54.95,FALSE,FALSE,FALSE,FALSE,1K+ bought in past month,FREE delivery Dec 24 - 26,FALSE
B07W45LYY8,"OtterBox iPhone 11 Commuter Series Case - Black, Slim &amp; Tough, Pocket-Friendly, with Port Protection",$23.97,$39.95,USD,4.7,0,https://www.amazon.com/dp/B07W45LYY8,https://m.media-amazon.com/images/I/612nqAbsLhL._AC_UY654_FMwebp_QL65_.jpg,9,$15.30,FALSE,FALSE,TRUE,FALSE,6K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08DKHHTFX,[True Military-Grade] Car Phone Holder VANMASS [2024 Strongest Suction &amp; Clip] Cell Phone Mount for Dashboard Windshield Vent Truck Accessories Cradle Dash Stand for iPhone 16 Pro Max 15 14 13 Android,$25.98,$39.99,USD,4.4,0,https://www.amazon.com/dp/B08DKHHTFX,https://m.media-amazon.com/images/I/812KXmnppWL._AC_UY654_FMwebp_QL65_.jpg,2,$12.95,FALSE,FALSE,TRUE,FALSE,9K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B01G0X56YU,"Magnetic Phone Holder for Car, WixGear [2 Pack] Universal Air Vent Magnetic Phone Mount for Car, Car Phone Holder Mount for Cell Phones and Mini Tablets with 4 Metal Plates",$13.99,$19.99,USD,4.4,0,https://www.amazon.com/dp/B01G0X56YU,https://m.media-amazon.com/images/I/61TA7W+T8+L._AC_UY654_FMwebp_QL65_.jpg,1,$13.99,FALSE,FALSE,TRUE,TRUE,4K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07XFBN7HX,"Miady 2-Pack 10000mAh Dual USB Portable Charger, USB-C Fast Charging Power Bank, Backup Charger for iPhone 15/14/13, Galaxy S23/22, Pixel and etc",$17.99,$21.99,USD,4.5,0,https://www.amazon.com/dp/B07XFBN7HX,https://m.media-amazon.com/images/I/61CPshQ2aGL._AC_UY654_FMwebp_QL65_.jpg,1,$17.99,FALSE,FALSE,TRUE,FALSE,10K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08DTZM7LM,"OCYCLONE Phone Stand, Adjustable Height and Angle Foldable Cell Phone Stand Holder for Desk, Taller iPhone Stand Compatible with 4-11 Inch Mobile Phone/iPad/Tablet - Black",$17.89,,USD,4.6,0,https://www.amazon.com/dp/B08DTZM7LM,https://m.media-amazon.com/images/I/61hM-f6QVSL._AC_UY654_FMwebp_QL65_.jpg,1,$17.89,FALSE,FALSE,TRUE,FALSE,5K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07S9JXQP2,"Lamicall Gooseneck Phone Holder for Bed - Cell Phone Mount Clamp Clip, Flexible Long Arm, Overhead Mount for Desk Headboard Bedside, for iPhone 16 Pro Max, 15 Pro Max, 14 Plus, 13 Mini &amp; 4-7&quot; Phone",$19.99,$22.99,USD,4.4,0,https://www.amazon.com/dp/B07S9JXQP2,https://m.media-amazon.com/images/I/515XpyRP6EL._AC_UY654_FMwebp_QL65_.jpg,2,$19.57,FALSE,FALSE,TRUE,TRUE,4K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B088GNC6TT,"Ubeesize Phone Tripod, Portable and Flexible Tripod with Wireless Remote and Clip, Cell Phone Tripod Stand for Video Recording Black",$15.30,$18.99,USD,4.5,0,https://www.amazon.com/dp/B088GNC6TT,https://m.media-amazon.com/images/I/61RIvi5JVdL._AC_UY654_FMwebp_QL65_.jpg,2,$10.48,FALSE,FALSE,TRUE,FALSE,5K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B09PVFN7LG,"JOYROOM Motorcycle Phone Mount, [1s Auto Lock][100mph Military Anti-Shake] Bike Phone Holder for Bicycle, [10s Quick Install] Handlebar Phone Mount, Compatible with iPhone, Samsung, All Cell Phone",$15.99,$19.99,USD,4.5,0,https://www.amazon.com/dp/B09PVFN7LG,https://m.media-amazon.com/images/I/81ms0JZ+TJL._AC_UY654_FMwebp_QL65_.jpg,2,$15.83,FALSE,FALSE,TRUE,FALSE,4K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0C7LJTXRJ,"iOttie Easy One Touch 6 Air Vent Car Phone Mount - Universal Cell Phone Holder for iPhone, Google, Samsung, Moto, Huawei, Nokia, LG, and All Other Smartphones",$17.95,$26.95,USD,4.4,0,https://www.amazon.com/dp/B0C7LJTXRJ,https://m.media-amazon.com/images/I/61ctoK0NHbL._AC_UY654_FMwebp_QL65_.jpg,2,$12.36,FALSE,FALSE,TRUE,TRUE,2K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08DTZM7LM,"OCYCLONE Phone Stand, Adjustable Height and Angle Foldable Cell Phone Stand Holder for Desk, Taller iPhone Stand Compatible with 4-11 Inch Mobile Phone/iPad/Tablet - Black",$17.89,,USD,4.6,0,https://www.amazon.com/dp/B08DTZM7LM,https://m.media-amazon.com/images/I/61hM-f6QVSL._AC_UY654_FMwebp_QL65_.jpg,1,$17.89,FALSE,FALSE,TRUE,FALSE,5K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B088GNC6TT,"Ubeesize Phone Tripod, Portable and Flexible Tripod with Wireless Remote and Clip, Cell Phone Tripod Stand for Video Recording Black",$15.30,$18.99,USD,4.5,0,https://www.amazon.com/dp/B088GNC6TT,https://m.media-amazon.com/images/I/61RIvi5JVdL._AC_UY654_FMwebp_QL65_.jpg,2,$10.48,FALSE,FALSE,TRUE,FALSE,5K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B09V4XYHR5,"Aureday Phone Tripod, Flexible Tripod for iPhone and Android Cell Phone, Portable Small Tripod with Wireless Remote and Clip for Video Recording/Vlogging/Selfie Black",$11.99,$14.99,USD,4.4,0,https://www.amazon.com/dp/B09V4XYHR5,https://m.media-amazon.com/images/I/71qN-CDbP4L._AC_UY654_FMwebp_QL65_.jpg,1,$11.99,FALSE,FALSE,TRUE,FALSE,10K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B083Z7FW7R,"Cup Car Phone Holder for Car, Car Cup Holder Phone Mount, Universal Adjustable Gooseneck Cup Holder Cradle Car Mount for Cell Phone iPhone,Samsung,Huawei,LG, Sony, Nokia",$14.99,$15.99,USD,4.4,0,https://www.amazon.com/dp/B083Z7FW7R,https://m.media-amazon.com/images/I/61cLQOsp6hL._AC_UY654_FMwebp_QL65_.jpg,1,$14.99,FALSE,FALSE,TRUE,FALSE,7K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sun, Dec 15 Arrives before Christmas",FALSE
B0CGCPBH2K,"LISEN Cup Holder Cell Phone Holder for Car Mount, 2024 New Car Cup Phone Holders for Your Car Adjustable Cell Phone Holder Car Accessories Trucks Golf Cart for iPhone Samsung Google",$14.24,$25.99,USD,4.4,0,https://www.amazon.com/dp/B0CGCPBH2K,https://m.media-amazon.com/images/I/71UGYveEnOL._AC_UY654_FMwebp_QL65_.jpg,1,$14.24,FALSE,FALSE,TRUE,FALSE,4K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0B615D4XV,"2024 Ultimate Car Phone Mount【80+LBS Strongest Suction &amp; Military-Grade】【Patent &amp; Safety Certs】 Cell Phone Holder Truck Stand for Dashboard Windshield Vent for iPhone 15 Pro Max 14 13 Samsung, Black",$33.98,$39.99,USD,4.4,0,https://www.amazon.com/dp/B0B615D4XV,https://m.media-amazon.com/images/I/71YYLbxKZbL._AC_UY654_FMwebp_QL65_.jpg,3,$33.64,FALSE,FALSE,TRUE,FALSE,6K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B09WMG2GPM,"CACOE Phone Lanyard 2 Pack-2× Adjustable Neck Strap,2× Phone Patches,Universal Cell Phone Multifuctional Patch Lanyards Compatible with Most Smartphones(Black+Gray)",$9.99,$13.99,USD,4.3,0,https://www.amazon.com/dp/B09WMG2GPM,https://m.media-amazon.com/images/I/71mAk2CrOQL._AC_UY654_FMwebp_QL65_.jpg,3,$8.99,TRUE,FALSE,TRUE,FALSE,7K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B087QBTM6R,"Cell Phone Stand, OMOTON Adjustable Angle Height Desk Phone Dock Holder for iPhone SE 16 Pro Max/Plus/XS/XR, Samsung Galaxy S20 / S10 / S9 / S8 and Other Phones (3.5-7.0-Inch),Silver",$7.98,$9.99,USD,4.6,0,https://www.amazon.com/dp/B087QBTM6R,https://m.media-amazon.com/images/I/61zWYWbVYZL._AC_UY654_FMwebp_QL65_.jpg,1,$7.98,FALSE,FALSE,FALSE,FALSE,3K+ bought in past month,FREE delivery on $35 shipped by Amazon.Only 18 left in stock - order soon.,FALSE
B0CPXP7PVX,"Auto Face Tracking Tripod 360° Rotating Auto Tracking Phone Stand, No App, Phone Camera Stand with Remote and Gesture Control, Rechargeable Smart Shooting Stand for Live Video Recording Tiktok（Black）",$23.99,$29.99,USD,4.4,0,https://www.amazon.com/dp/B0CPXP7PVX,https://m.media-amazon.com/images/I/61i1fNNGbTL._AC_UY654_FMwebp_QL65_.jpg,3,$23.75,TRUE,FALSE,TRUE,FALSE,5K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonArrives before Christmas",FALSE
B093PF7Z6J,"[2-Pack] Wireless Charger, INIU 15W Qi-Certified Fast Wireless Charging Stand with Sleep-Friendly Adaptive Light Compatible with iPhone 16 15 14 13 12 Pro Max Plus Samsung Galaxy S22 S21 Note 20 etc",$29.99,$34.99,USD,4.3,0,https://www.amazon.com/dp/B093PF7Z6J,https://m.media-amazon.com/images/I/71t9OSFlbaL._AC_UY654_FMwebp_QL65_.jpg,4,$23.45,FALSE,FALSE,TRUE,TRUE,3K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07QVYLDRL,"Syncwire Cell Phone Ring Holder Stand, 360 Degree Rotation Finger Ring Kickstand Polished Metal Phone Grip for Magnetic Car Mount Compatible iPhone 15 14 13 12 11, Samsung,Pixel,Smartphone Accessories",$8.99,,USD,4.3,0,https://www.amazon.com/dp/B07QVYLDRL,https://m.media-amazon.com/images/I/61-Zm8-9mlL._AC_UY654_FMwebp_QL65_.jpg,1,$8.99,FALSE,FALSE,TRUE,TRUE,4K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B09N6Y23WL,"Wireless Car Charger, MOKPR Auto-Clamping Car Mount 15W/10W/7.5W Fast Charging Air Vent Car Phone Mount Compatible with iPhone 15/14/13/13 Pro/12 Pro Max/12 pro/12/11/10 Series, Samsung Galaxy Series",$19.99,$24.99,USD,4.4,0,https://www.amazon.com/dp/B09N6Y23WL,https://m.media-amazon.com/images/I/71MYWs8YmKL._AC_UY654_FMwebp_QL65_.jpg,1,$19.99,FALSE,FALSE,TRUE,FALSE,6K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B085ZXC2HS,LISEN 2 Pack Magnetic Phone Holder for Your Car Mount 6 Military Magnets Car Phone Holder Mount Vent Cell Phone Holdeer Mount Vent Cell Phone Holder (Black),$11.89,$16.99,USD,4.5,0,https://www.amazon.com/dp/B085ZXC2HS,https://m.media-amazon.com/images/I/716MKmg8YUL._AC_UY654_FMwebp_QL65_.jpg,1,$11.89,FALSE,FALSE,TRUE,TRUE,4K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CGWV3HGG,Stocking Stuffers for Teens Girls Adults Women Gifts for Christmas Cell Phone Stand: UPGRADE Adjustable Lazy Thumbs Up Phone Holder for Desk Cool Gadgets Fun Gifts Ideas for Kids Wife Teenager Boys,$14.99,,USD,4.3,0,https://www.amazon.com/dp/B0CGWV3HGG,https://m.media-amazon.com/images/I/61F8zrs2SQL._AC_UY654_FMwebp_QL65_.jpg,1,$14.99,FALSE,FALSE,TRUE,TRUE,10K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
